"Date","Price (Open)","Price (High)","Price (Low)","Price (Close)","Real Volume","Circulating Marketcap"
"2022-05-13","28935.96938681095","30992.52258687023","28694.131738074437","29245.75731362568","3988597150.119162","550889119611.6167"
"2022-05-12","28979.982117479234","30180.259415865854","25279.349730275168","28959.38992939348","11115232580.985636","551700613565.0874"
"2022-05-11","31010.724393990433","32190.313128053625","27690.823740156397","28975.801360982572","12349059459.588045","590333515186.2157"
"2022-05-10","30058.218774558474","32652.745049158846","29723.698052931508","31012.79639180564","6784567098.265793","572172472027.6384"
"2022-05-09","34024.84541063186","34254.93436146039","30011.360443568905","30072.939280850434","10324646325.521925","647646974738.8799"
"2022-05-08","35465.85380402923","35505.987773786495","33689.90361321179","34027.02133303222","3873189309.1084557","675042413908.2714"
"2022-05-07","35996.20679756705","36247.54052067365","34771.538764537836","35450.77174336283","1923367056.8120773","685102737355.0261"
"2022-05-06","36545.4567459434","36658.120594735235","35250.72929559472","35997.00249574858","4469978625.311635","695523302060.93"
"2022-05-05","39679.60738273861","39876.6615716069","35565.1985968503","36547.03884045407","5247259928.815209","755134394422.1703"
"2022-05-04","37719.7749150982","40024.23690741567","37657.36147720478","39678.47334244683","3758975956.026296","717801884986.731"
"2022-05-03","38518.60017095525","38652.29839456862","37493.528194298626","37724.7739322608","2292880183.704467","732966590793.0903"
"2022-05-02","38465.66783142528","39196.81781455862","38046.962569211806","38518.419233853914","2877507035.9438114","731921573311.598"
"2022-05-01","37621.91935195362","38690.546927409305","37393.69510622649","38474.80813289021","1608745399.7604618","715828233964.2509"
"2022-04-30","38608.41954215557","38966.3801161395","37588.90742831239","37623.65697373282","1254988035.553402","734563056649.0806"
"2022-04-29","39858.80069383112","39906.69337498501","38161.62061415196","38588.32687692751","878976522.1094239","758314918822.9586"
"2022-04-28","39241.71471365963","40384.172836910584","38884.250598972685","39799.80593670362","3284944355.38719","746542699956.1802"
"2022-04-27","38113.55996523895","39472.26255799114","37880.83414652772","39244.83524336233","3805019115.6249037","725039244095.096"
"2022-04-26","40434.30860560662","40799.59249366193","37701.9215009367","38116.988430839105","4824341897.5871105","769150516015.2853"
"2022-04-25","39459.78372838629","40614.441766114986","38221.87","40430.98657731845","3580913966.5650077","750574135025.0817"
"2022-04-24","39450.420894308496","39944.82298374305","38963.5604857912","39462.182920466235","1764298105.5446925","750354895493.9265"
"2022-04-23","39710.6913291757","39987.444476021046","39296.29793816208","39451.40168568521","1319695069.7142391","755264071521.588"
"2022-04-22","40482.93907280879","40798.399592693815","39174.58338261568","39712.773013481274","3605723205.5752053","769917408861.3027"
"2022-04-21","41368.17184320523","42987.202072088454","39761.43290097122","40482.729414524874","4087996592.19623","786710396607.5529"
"2022-04-20","41501.19446043283","42215.386609601315","40866.930395228024","41366.02942481967","2809468080.9464235","789197836179.706"
"2022-04-19","40806.70558479143","41733.11887790105","40578.37658593707","41501.37969688844","2261846536.011818","775959624400.6624"
"2022-04-18","39683.93209900599","41103.95699502223","38549.0811375534","40807.30059181987","3687063348.9845157","754574095289.7594"
"2022-04-17","40389.16247063384","40604.84681718629","39560.21596457899","39689.09277391256","1378924119.952042","767943864221.5933"
"2022-04-16","40557.13749789591","40703.92872241088","40006.842056855996","40390.6279924254","1095487605.8919199","771103729891.5579"
"2022-04-15","39947.507214923164","40852.727805990435","39774.16645074989","40555.64287504615","1637920539.94726","759473258666.0391"
"2022-04-14","41156.82077285306","41508.52486698413","39625.97959416779","39945.00042378163","2596314603.8679247","782428697912.4816"
"2022-04-13","40083.703475771516","41560.94496068086","39595.102589944676","41150.35490271733","4399420658.001722","761993207259.5903"
"2022-04-12","39536.565673124525","40709.073322668264","39259.80517801968","40083.91277766068","5896647290.686818","751553542122.8496"
"2022-04-11","42162.158875754525","42423.01818282107","39207.37382586631","39533.54310937428","6807680361.0561495","801428308341.9956"
"2022-04-10","42764.55510310976","43432.01917558501","41888.6484561764","42162.757863508654","2611392650.656626","812841636201.0851"
"2022-04-09","42262.439859131075","42814.032914053765","42128.080369908166","42764.05682410218","1827502212.761514","803257090513.228"
"2022-04-08","43450.79929391471","43979.22892016279","42116.35513315312","42263.37052318826","4907836635.293153","825806599225.2565"
"2022-04-07","43172.13360907405","43902.69747898969","42733.127847168194","43455.12215450721","4365149093.479443","820473965665.9729"
"2022-04-06","45507.124690213255","45517.576270968064","43120.34062651132","43176.59711905165","7783892923.755491","864806293874.3883"
"2022-04-05","46593.84577327729","47201.91728195128","45366.19418005374","45502.03195687107","4924177689.583798","885417026998.8666"
"2022-04-04","46416.27315520557","46899.07808929382","45123.611198785315","46594.42097599588","5355913522.233289","881995338551.8818"
"2022-04-03","45811.18656","47464.45184880345","45546.975865568835","46414.52734650312","3633992903.7578335","870459180427.9181"
"2022-04-02","46299.07727409116","47222.36844644307","45632.72918872974","45822.87733644669","4111035956.088141","879690848340.7188"
"2022-04-01","45519.56","46733.96976020951","44248","46298.58833405536","2354191524.004926","864838911436.36"
"2022-03-31","47073.70128862143","47622.7694563963","45217.25","45537.67","4257961128.8950315","894326465846.4854"
"2022-03-30","47449.82192964987","47705.21561942888","46506.416344758436","47075.07893502994","4773598976.81121","901430933997.483"
"2022-03-29","47136.81401948128","48120.26639245884","46963.64428619461","47449.78374090007","5097438501.190314","895440379622.8286"
"2022-03-28","46839.8346705387","48214.736173584824","46675.549503693495","47138.51218039279","6824611643.529416","889753105459.4185"
"2022-03-27","44535.32899458117","46978.363428500415","44447.25177326703","46842.63905822231","4786403616.029059","845939088226.9935"
"2022-03-26","44334.67756353557","44812.02755011492","44095.5974780127","44535.51077478116","2392803957.830405","842084530722.4127"
"2022-03-25","44017.71448600509","45115.88344252248","43605.29957488529","44329.92128566712","6010787900.215939","836022112681.8087"
"2022-03-24","42896.60261573867","44243.98026058983","42595.070302642416","44013.207614417566","6237223623.074046","814689317012.5284"
"2022-03-23","42374.94772776329","43036.48340621615","41766.61468607065","42899.62081072618","4458688203.195202","804744454420.705"
"2022-03-22","41013.95813713974","43374.96332749627","40889.5618080903","42379.863589968874","6560649314.613887","778858633238.6416"
"2022-03-21","41282.06177969676","41569.01426033138","40491.614530090985","41021.109948875026","4202072214.9599614","783910726777.1256"
"2022-03-20","42221.04326483812","42309.508236070484","40920.948050940424","41275.41981259763","3063520608.881785","801701064847.8367"
"2022-03-19","41779.10738439339","42420.91719375336","41518.54301761971","42227.205980447165","2940955889.676647","793269562881.2831"
"2022-03-18","40948.5989098453","42359.42243911221","40148.260282575146","41775.232182868385","4804463820.065599","777462383481.9958"
"2022-03-17","41132.42290666642","41492.02119076722","40518.74709080338","40941.12350740129","3976985924.055472","780913157304.1189"
"2022-03-16","39298.413021282475","41724.832149114925","38837.75310499263","41131.44820344736","9107314787.073925","746055298821.5402"
"2022-03-15","39679.430088466725","39903.364976262295","38132.32408785561","39303.53847474247","4580929506.996533","753254461084.4081"
"2022-03-14","37787.33214313397","39948.44579389566","37561.58039137156","39677.17881861952","4792141301.909085","717298712579.0192"
"2022-03-13","38807.43806124058","39314.94765424815","37574.23688162925","37786.21011683803","3054332281.155054","736626761806.5494"
"2022-03-12","38734.95530392653","39479.64785615045","38663.06819110224","38806.981301796586","2355048865.4740744","735213893425.3223"
